citing_doi,cited_doi
10.1103/PhysRevLett.111.198301,10.1103/PhysRevLett.103.228301
10.1103/PhysRevLett.105.044502,10.1103/PhysRevLett.99.124502
10.1103/PhysRevLett.110.170601,10.1103/PhysRevLett.105.044502
10.1103/PhysRevLett.110.198001,10.1103/PhysRevLett.100.148304
10.1103/PhysRevLett.110.118301,10.1103/PhysRevLett.99.156101
10.1103/PhysRevLett.100.148304,10.1103/PhysRevLett.98.028301
10.1103/PhysRevLett.110.108101,10.1103/PhysRevLett.109.108102
10.1103/PhysRevLett.100.174502,10.1103/PhysRevLett.99.124502
10.1103/PhysRevLett.110.198001,10.1103/PhysRevLett.100.106103
10.1103/PhysRevLett.110.108101,10.1103/PhysRevLett.104.168101
10.1103/PhysRevLett.114.188101,10.1103/PhysRevLett.108.028104
10.1103/PhysRevLett.105.044502,10.1103/PhysRevLett.100.044501
10.1103/PhysRevLett.114.188101,10.1103/PhysRevLett.110.108101
10.1103/PhysRevLett.111.118301,10.1103/PhysRevLett.107.044501
10.1103/PhysRevLett.113.198301,10.1103/PhysRevLett.98.028301
10.1103/PhysRevLett.110.154501,10.1103/PhysRevLett.99.158301
10.1103/PhysRevLett.104.248302,10.1103/PhysRevLett.99.124502
10.1103/PhysRevLett.115.248102,10.1103/PhysRevLett.99.158301
10.1103/PhysRevLett.115.248102,10.1103/PhysRevLett.110.154501
10.1103/PhysRevLett.111.118301,10.1103/PhysRevLett.103.114502
10.1103/PhysRevLett.103.114502,10.1103/PhysRevLett.99.124502
10.1103/PhysRevLett.115.138301,10.1103/PhysRevLett.98.028301
10.1103/PhysRevLett.107.158302,10.1103/PhysRevLett.99.124502
10.1103/PhysRevLett.109.108102,10.1103/PhysRevLett.108.068301
10.1103/PhysRevLett.110.108101,10.1103/PhysRevLett.101.254502
10.1103/PhysRevLett.108.034501,10.1103/PhysRevLett.100.044501
10.1103/PhysRevLett.105.154501,10.1103/PhysRevLett.102.194502
10.1103/PhysRevLett.103.114502,10.1103/PhysRevLett.100.174502
10.1103/PhysRevLett.114.188101,10.1103/PhysRevLett.108.068301
10.1103/PhysRevLett.114.188101,10.1103/PhysRevLett.109.108102
10.1103/PhysRevLett.109.108102,10.1103/PhysRevLett.108.028104
10.1103/PhysRevLett.110.198001,10.1103/PhysRevLett.103.228301
10.1103/PhysRevLett.113.198301,10.1103/PhysRevLett.110.118301
10.1103/PhysRevLett.108.068301,10.1103/PhysRevLett.99.124502
10.1103/PhysRevLett.113.198301,10.1103/PhysRevLett.103.228301
10.1103/PhysRevLett.110.150601,10.1103/PhysRevLett.109.020603
10.1103/PhysRevLett.110.198001,10.1103/PhysRevLett.102.118103
10.1103/PhysRevLett.110.198001,10.1103/PhysRevLett.99.158301
10.1103/PhysRevLett.109.198304,10.1103/PhysRevLett.103.114502
10.1103/PhysRevLett.109.198304,10.1103/PhysRevLett.98.028301
10.1103/PhysRevLett.108.034501,10.1103/PhysRevLett.105.154501
10.1103/PhysRevLett.115.138301,10.1103/PhysRevLett.102.118103
10.1103/PhysRevLett.103.228301,10.1103/PhysRevLett.98.028301
10.1103/PhysRevLett.105.154501,10.1103/PhysRevLett.100.044501
10.1103/PhysRevLett.110.170601,10.1103/PhysRevLett.109.020603
10.1103/PhysRevLett.111.118301,10.1103/PhysRevLett.105.044502
10.1103/PhysRevLett.102.118103,10.1103/PhysRevLett.99.158301
10.1103/PhysRevLett.102.118103,10.1103/PhysRevLett.99.238101
10.1103/PhysRevLett.115.038301,10.1103/PhysRevLett.104.248302
10.1103/PhysRevLett.108.068301,10.1103/PhysRevLett.100.174502
