citing_doi,cited_doi
10.1103/PhysRevLett.109.108103,10.1103/PhysRevLett.100.228101
10.1103/PhysRevLett.104.228104,10.1103/PhysRevLett.100.228101
10.1103/PhysRevLett.104.248101,10.1103/PhysRevLett.103.158101
10.1103/PhysRevLett.113.268105,10.1103/PhysRevLett.107.148101
10.1103/PhysRevLett.114.158101,10.1103/PhysRevLett.103.158101
10.1103/PhysRevLett.106.228101,10.1103/PhysRevLett.104.228104
10.1103/PhysRevLett.113.258102,10.1103/PhysRevLett.113.148103
10.1103/PhysRevLett.104.228104,10.1103/PhysRevLett.102.218101
10.1103/PhysRevLett.113.258102,10.1103/PhysRevLett.104.248101
10.1103/PhysRevLett.109.218103,10.1103/PhysRevLett.107.178101
10.1103/PhysRevLett.114.158101,10.1103/PhysRevX.4.021016
10.1103/PhysRevLett.113.258102,10.1103/PhysRevLett.109.218103
10.1103/PhysRevLett.107.178101,10.1103/PhysRevLett.105.048104
10.1103/PhysRevX.5.041039,10.1103/PhysRevX.4.021016
10.1103/PhysRevLett.109.218103,10.1103/PhysRevLett.100.228101
10.1103/PhysRevLett.115.038102,10.1103/PhysRevLett.100.228101
10.1103/PhysRevLett.113.268105,10.1103/PhysRevLett.101.118104
10.1103/PhysRevLett.115.258103,10.1103/PhysRevX.4.041017
10.1103/PhysRevLett.115.038102,10.1103/PhysRevLett.110.218102
10.1103/PhysRevLett.109.218103,10.1103/PhysRevLett.104.248101
10.1103/PhysRevLett.115.038102,10.1103/PhysRevLett.113.148103
10.1103/PhysRevLett.105.048104,10.1103/PhysRevLett.100.258101
10.1103/PhysRevLett.115.038102,10.1103/PhysRevLett.104.248101
10.1103/PhysRevLett.114.158101,10.1103/PhysRevLett.110.248102
10.1103/PhysRevLett.103.158101,10.1103/PhysRevLett.100.228101
10.1103/PhysRevLett.110.248102,10.1103/PhysRevLett.107.178101
10.1103/PhysRevLett.105.048104,10.1103/PhysRevLett.100.228101
10.1103/PhysRevLett.115.118102,10.1103/PhysRevLett.113.258102
10.1103/PhysRevLett.115.118102,10.1103/PhysRevLett.114.158101
10.1103/PhysRevX.5.041039,10.1103/PhysRevLett.115.038102
10.1103/PhysRevX.5.041039,10.1103/PhysRevLett.110.188101
10.1103/PhysRevLett.114.158101,10.1103/PhysRevLett.110.188101
10.1103/PhysRevLett.115.258103,10.1103/PhysRevLett.113.258102
10.1103/PhysRevLett.107.148101,10.1103/PhysRevLett.105.048104
10.1103/PhysRevLett.110.158703,10.1103/PhysRevLett.107.148101
10.1103/PhysRevLett.103.158101,10.1103/PhysRevLett.100.258101
10.1103/PhysRevLett.110.158703,10.1103/PhysRevLett.105.048104
10.1103/PhysRevLett.104.158301,10.1103/PhysRevLett.100.228101
10.1103/PhysRevLett.113.148103,10.1103/PhysRevLett.105.048104
10.1103/PhysRevX.4.021016,10.1103/PhysRevLett.110.188101
10.1103/PhysRevLett.115.038102,10.1103/PhysRevLett.113.258102
10.1103/PhysRevLett.113.258102,10.1103/PhysRevLett.103.158101
10.1103/PhysRevLett.115.188103,10.1103/PhysRevLett.114.158101
10.1103/PhysRevLett.113.258102,10.1103/PhysRevLett.110.248102
10.1103/PhysRevLett.109.218103,10.1103/PhysRevLett.102.218101
10.1103/PhysRevLett.115.038102,10.1103/PhysRevLett.105.048104
10.1103/PhysRevLett.113.258102,10.1103/PhysRevLett.105.048104
10.1103/PhysRevLett.113.148103,10.1103/PhysRevLett.103.158101
10.1103/PhysRevX.4.041017,10.1103/PhysRevLett.105.058101
10.1103/PhysRevLett.107.148101,10.1103/PhysRevLett.103.158101
10.1103/PhysRevLett.114.158101,10.1103/PhysRevLett.113.258102
10.1103/PhysRevLett.113.148103,10.1103/PhysRevLett.109.218103
10.1103/PhysRevLett.113.258102,10.1103/PhysRevLett.100.228101
10.1103/PhysRevLett.109.218103,10.1103/PhysRevLett.105.048104
10.1103/PhysRevLett.105.048104,10.1103/PhysRevLett.103.158101
10.1103/PhysRevLett.115.038102,10.1103/PhysRevLett.114.158101
10.1103/PhysRevLett.113.258102,10.1103/PhysRevLett.107.178101
10.1103/PhysRevLett.114.158101,10.1103/PhysRevLett.113.148103
10.1103/PhysRevLett.113.148103,10.1103/PhysRevLett.104.248101
10.1103/PhysRevLett.115.038102,10.1103/PhysRevLett.103.158101
10.1103/PhysRevLett.109.218103,10.1103/PhysRevLett.103.158101
10.1103/PhysRevLett.107.148101,10.1103/PhysRevLett.100.258101
10.1103/PhysRevLett.107.178101,10.1103/PhysRevLett.100.258101
10.1103/PhysRevLett.105.058101,10.1103/PhysRevLett.102.218101
10.1103/PhysRevLett.115.258103,10.1103/PhysRevLett.109.218103
