citing_doi,cited_doi
10.1103/PhysRevLett.111.163001,10.1103/PhysRevLett.104.223001
10.1103/PhysRevX.5.021034,10.1103/PhysRevLett.100.143002
10.1103/PhysRevLett.103.103002,10.1103/PhysRevLett.99.163603
10.1103/PhysRevLett.112.113002,10.1103/PhysRevLett.108.223601
10.1103/PhysRevLett.111.033002,10.1103/PhysRevLett.108.113904
10.1103/PhysRevLett.109.123603,10.1103/PhysRevLett.105.143904
10.1103/PhysRevLett.100.123005,10.1103/PhysRevLett.98.143001
10.1103/PhysRevLett.108.063006,10.1103/PhysRevLett.102.103901
10.1103/PhysRevLett.114.083001,10.1103/PhysRevLett.111.103003
10.1103/PhysRevLett.100.093006,10.1103/PhysRevLett.98.243001
10.1103/PhysRevLett.112.143006,10.1103/PhysRevLett.101.263001
10.1103/PhysRevLett.104.023001,10.1103/RevModPhys.81.163
10.1103/RevModPhys.84.1011,10.1103/PhysRevLett.99.263002
10.1103/PhysRevLett.100.073902,10.1103/PhysRevLett.98.203007
10.1103/PhysRevLett.107.163603,10.1103/PhysRevLett.102.023001
10.1103/PhysRevLett.109.083002,10.1103/PhysRevLett.105.113003
10.1103/PhysRevLett.111.023005,10.1103/PhysRevLett.105.133002
10.1103/PhysRevLett.112.253001,10.1103/PhysRevLett.106.173001
10.1103/PhysRevLett.112.213001,10.1103/PhysRevLett.107.113003
10.1103/PhysRevLett.102.073001,10.1103/PhysRevLett.100.143001
10.1103/RevModPhys.81.163,10.1103/PhysRevLett.98.083201
10.1103/PhysRevLett.102.193001,10.1103/PhysRevLett.99.233001
10.1103/PhysRevLett.115.043001,10.1103/PhysRevLett.109.013002
10.1103/PhysRevLett.113.113003,10.1103/PhysRevLett.104.023001
10.1103/PhysRevLett.115.193001,10.1103/PhysRevLett.114.153901
10.1103/PhysRevLett.111.023002,10.1103/PhysRevLett.105.223002
10.1103/RevModPhys.84.1011,10.1103/PhysRevLett.103.103007
10.1103/PhysRevLett.107.043003,10.1103/PhysRevLett.102.113002
10.1103/PhysRevLett.112.093001,10.1103/PhysRevLett.111.033002
10.1103/PhysRevLett.112.243001,10.1103/PhysRevLett.107.143004
10.1103/PhysRevLett.109.163002,10.1103/PhysRevLett.98.013901
10.1103/PhysRevLett.109.193002,10.1103/PhysRevLett.104.223001
10.1103/PhysRevLett.106.203001,10.1103/PhysRevLett.103.123005
10.1103/PhysRevLett.105.143002,10.1103/RevModPhys.81.163
10.1103/PhysRevLett.115.033003,10.1103/PhysRevLett.112.103001
10.1103/RevModPhys.87.765,10.1103/PhysRevLett.108.263003
10.1103/PhysRevLett.104.213601,10.1103/PhysRevLett.102.063601
10.1103/PhysRevLett.114.123003,10.1103/PhysRevLett.104.173002
10.1103/PhysRevLett.106.193008,10.1103/PhysRevLett.99.233001
10.1103/PhysRevLett.111.233005,10.1103/PhysRevLett.110.063002
10.1103/PhysRevLett.103.153002,10.1103/PhysRevLett.103.103002
10.1103/PhysRevLett.110.253002,10.1103/RevModPhys.84.1011
10.1103/PhysRevLett.104.187401,10.1103/PhysRevLett.102.073902
