article_doi,group
10.1103/PhysRevLett.100.011801,598.0
10.1103/PhysRevLett.100.062002,598.0
10.1103/PhysRevLett.100.082004,598.0
10.1103/PhysRevLett.100.141601,598.0
10.1103/PhysRevLett.100.152001,598.0
10.1103/PhysRevLett.100.161801,598.0
10.1103/PhysRevLett.100.171602,598.0
10.1103/PhysRevLett.100.181802,598.0
10.1103/PhysRevLett.100.182001,598.0
10.1103/PhysRevLett.100.241801,598.0
10.1103/PhysRevLett.100.241802,598.0
10.1103/PhysRevLett.100.251802,598.0
10.1103/PhysRevLett.101.012301,598.0
10.1103/PhysRevLett.101.182002,598.0
10.1103/PhysRevLett.101.222002,598.0
10.1103/PhysRevLett.102.061801,598.0
10.1103/PhysRevLett.102.081801,598.0
10.1103/PhysRevLett.102.172001,598.0
10.1103/PhysRevLett.103.051802,598.0
10.1103/PhysRevLett.103.082003,598.0
10.1103/PhysRevLett.104.022001,598.0
10.1103/PhysRevLett.104.132003,598.0
10.1103/PhysRevLett.105.051602,598.0
10.1103/PhysRevLett.105.162001,598.0
10.1103/PhysRevLett.105.201603,598.0
10.1103/PhysRevLett.105.241601,598.0
10.1103/PhysRevLett.108.081803,598.0
10.1103/PhysRevLett.108.102003,598.0
10.1103/PhysRevLett.108.112002,598.0
10.1103/PhysRevLett.108.121801,598.0
10.1103/PhysRevLett.108.122003,598.0
10.1103/PhysRevLett.108.182001,598.0
10.1103/PhysRevLett.108.232301,598.0
10.1103/PhysRevLett.109.041601,598.0
10.1103/PhysRevLett.109.062001,598.0
10.1103/PhysRevLett.109.072002,598.0
10.1103/PhysRevLett.110.131802,598.0
10.1103/PhysRevLett.110.172003,598.0
10.1103/PhysRevLett.111.042002,598.0
10.1103/PhysRevLett.111.181602,598.0
10.1103/PhysRevLett.111.252001,598.0
10.1103/PhysRevLett.112.042501,598.0
10.1103/PhysRevLett.112.112001,598.0
10.1103/PhysRevLett.112.212002,598.0
10.1103/PhysRevLett.112.251801,598.0
10.1103/PhysRevLett.113.112003,598.0
10.1103/PhysRevLett.113.262506,598.0
10.1103/PhysRevLett.114.012001,598.0
10.1103/PhysRevLett.114.112001,598.0
10.1103/PhysRevLett.114.161802,598.0
10.1103/PhysRevLett.114.222001,598.0
10.1103/PhysRevLett.115.152002,598.0
10.1103/PhysRevLett.115.222003,598.0
10.1103/PhysRevLett.98.051601,598.0
10.1103/PhysRevLett.98.141801,598.0
10.1103/PhysRevLett.99.051804,598.0
10.1103/PhysRevLett.99.071802,598.0
10.1103/PhysRevLett.99.122001,598.0
10.1103/PhysRevLett.99.122002,598.0
10.1103/PhysRevLett.99.231801,598.0
10.1103/RevModPhys.82.1349,598.0
10.1103/RevModPhys.84.399,598.0
10.1103/RevModPhys.84.449,598.0
10.1103/RevModPhys.85.49,598.0
