citing_doi,cited_doi
10.1103/PhysRevLett.104.048704,10.1103/PhysRevLett.98.088702
10.1103/PhysRevLett.113.138701,10.1103/PhysRevLett.98.088702
10.1103/PhysRevLett.113.085301,10.1103/PhysRevLett.110.227201
10.1103/PhysRevLett.110.018104,10.1103/PhysRevLett.104.048703
10.1103/PhysRevLett.110.135703,10.1103/PhysRevLett.98.155701
10.1103/PhysRevLett.113.208302,10.1103/PhysRevLett.104.207208
10.1103/PhysRevLett.110.227201,10.1103/PhysRevLett.107.041601
10.1103/PhysRevLett.111.138701,10.1103/PhysRevLett.104.048704
10.1103/PhysRevLett.106.178104,10.1103/PhysRevLett.104.048703
10.1103/PhysRevLett.111.138701,10.1103/PhysRevLett.98.088701
10.1103/PhysRevLett.111.138701,10.1103/PhysRevLett.104.048703
10.1103/PhysRevLett.108.208701,10.1103/PhysRevLett.101.037208
10.1103/PhysRevLett.101.037208,10.1103/PhysRevLett.98.088701
10.1103/PhysRevLett.104.048703,10.1103/PhysRevLett.104.048704
10.1103/PhysRevLett.104.048703,10.1103/PhysRevLett.98.088701
10.1103/PhysRevLett.113.138701,10.1103/PhysRevLett.111.138701
10.1103/PhysRevX.4.021024,10.1103/PhysRevLett.104.207208
10.1103/PhysRevLett.113.138701,10.1103/PhysRevLett.104.048704
10.1103/PhysRevLett.104.048704,10.1103/PhysRevLett.98.088701
10.1103/PhysRevX.4.021024,10.1103/PhysRevLett.101.058701
10.1103/PhysRevLett.113.138701,10.1103/PhysRevLett.98.088701
10.1103/PhysRevLett.110.018104,10.1103/PhysRevLett.104.048704
10.1103/PhysRevLett.113.138701,10.1103/PhysRevLett.104.048703
10.1103/PhysRevLett.113.085301,10.1103/PhysRevLett.104.207208
10.1103/PhysRevLett.101.058701,10.1103/PhysRevLett.99.115701
10.1103/PhysRevLett.106.178104,10.1103/PhysRevLett.104.048702
10.1103/PhysRevX.4.021024,10.1103/PhysRevLett.101.037208
10.1103/PhysRevLett.110.135703,10.1103/PhysRevLett.107.041601
10.1103/PhysRevLett.113.208302,10.1103/PhysRevLett.110.227201
10.1103/PhysRevLett.104.048704,10.1103/PhysRevLett.104.048703
10.1103/PhysRevLett.104.048703,10.1103/PhysRevLett.98.088702
10.1103/PhysRevLett.111.138701,10.1103/PhysRevLett.98.088702
