article_doi,group
10.1103/PhysRevLett.100.020603,617.0
10.1103/PhysRevLett.101.130603,617.0
10.1103/PhysRevLett.102.178101,617.0
10.1103/PhysRevLett.104.190601,617.0
10.1103/PhysRevLett.108.238301,617.0
10.1103/PhysRevLett.109.020601,617.0
10.1103/PhysRevLett.109.111601,617.0
10.1103/PhysRevLett.109.177204,617.0
10.1103/PhysRevLett.110.108106,617.0
10.1103/PhysRevLett.110.210603,617.0
10.1103/PhysRevLett.111.230602,617.0
10.1103/PhysRevLett.112.240602,617.0
10.1103/PhysRevLett.113.068302,617.0
10.1103/PhysRevLett.113.090601,617.0
10.1103/PhysRevLett.113.190602,617.0
10.1103/PhysRevLett.114.028102,617.0
10.1103/PhysRevLett.114.238101,617.0
10.1103/PhysRevLett.115.070601,617.0
10.1103/PhysRevLett.115.187202,617.0
10.1103/PhysRevLett.115.190602,617.0
10.1103/RevModPhys.83.1283,617.0
10.1103/RevModPhys.83.943,617.0
