article_doi,group
10.1103/PhysRevLett.100.058106,606.0
10.1103/PhysRevLett.101.125701,606.0
10.1103/PhysRevLett.101.148103,606.0
10.1103/PhysRevLett.102.088101,606.0
10.1103/PhysRevLett.102.143902,606.0
10.1103/PhysRevLett.103.268103,606.0
10.1103/PhysRevLett.104.055702,606.0
10.1103/PhysRevLett.104.098103,606.0
10.1103/PhysRevLett.105.208302,606.0
10.1103/PhysRevLett.106.167802,606.0
10.1103/PhysRevLett.106.238105,606.0
10.1103/PhysRevLett.106.248301,606.0
10.1103/PhysRevLett.106.258301,606.0
10.1103/PhysRevLett.107.188302,606.0
10.1103/PhysRevLett.107.238101,606.0
10.1103/PhysRevLett.108.038301,606.0
10.1103/PhysRevLett.109.068701,606.0
10.1103/PhysRevLett.109.118301,606.0
10.1103/PhysRevLett.110.075501,606.0
10.1103/PhysRevLett.111.165703,606.0
10.1103/PhysRevLett.112.118302,606.0
10.1103/PhysRevLett.113.168302,606.0
10.1103/PhysRevLett.113.255701,606.0
10.1103/PhysRevLett.114.037801,606.0
10.1103/PhysRevLett.114.178102,606.0
10.1103/PhysRevLett.115.088303,606.0
10.1103/PhysRevLett.115.118302,606.0
10.1103/PhysRevLett.115.148302,606.0
10.1103/PhysRevLett.115.188301,606.0
10.1103/PhysRevLett.115.228303,606.0
10.1103/PhysRevLett.98.058102,606.0
10.1103/PhysRevLett.99.058301,606.0
10.1103/PhysRevLett.99.164301,606.0
10.1103/PhysRevLett.99.198102,606.0
10.1103/PhysRevLett.99.217801,606.0
10.1103/RevModPhys.79.611,606.0
