citing_doi,cited_doi
10.1103/PhysRevLett.114.078105,10.1103/PhysRevLett.110.018701
10.1103/PhysRevLett.104.168701,10.1103/PhysRevLett.102.258102
10.1103/PhysRevLett.113.117204,10.1103/PhysRevLett.100.078102
10.1103/PhysRevLett.109.050602,10.1103/PhysRevLett.106.090601
10.1103/PhysRevLett.109.050602,10.1103/PhysRevLett.108.090201
10.1103/RevModPhys.85.1115,10.1103/PhysRevLett.103.050603
10.1103/PhysRevLett.112.070603,10.1103/PhysRevLett.109.050602
10.1103/PhysRevLett.108.090201,10.1103/PhysRevLett.106.090601
10.1103/PhysRevLett.114.078105,10.1103/RevModPhys.85.1115
10.1103/PhysRevLett.107.220601,10.1103/PhysRevLett.102.138101
10.1103/PhysRevLett.110.210601,10.1103/PhysRevLett.108.090201
10.1103/PhysRevLett.106.048702,10.1103/PhysRevLett.102.138101
10.1103/PhysRevLett.106.090601,10.1103/PhysRevLett.102.138101
10.1103/PhysRevLett.114.078105,10.1103/PhysRevLett.102.138101
10.1103/PhysRevLett.110.210601,10.1103/PhysRevLett.106.048702
10.1103/PhysRevLett.115.188701,10.1103/PhysRevLett.114.158701
10.1103/PhysRevLett.114.158701,10.1103/RevModPhys.85.1115
10.1103/PhysRevLett.113.117204,10.1103/PhysRevLett.112.070603
10.1103/PhysRevLett.114.078105,10.1103/PhysRevLett.108.208102
10.1103/PhysRevLett.112.070603,10.1103/PhysRevLett.108.090201
10.1103/PhysRevLett.112.070603,10.1103/PhysRevLett.106.090601
10.1103/PhysRevLett.108.090201,10.1103/PhysRevLett.107.220601
10.1103/PhysRevLett.114.158701,10.1103/PhysRevLett.102.138101
10.1103/PhysRevLett.114.078105,10.1103/PhysRevLett.102.258102
10.1103/PhysRevLett.112.070603,10.1103/PhysRevLett.107.220601
10.1103/PhysRevLett.110.108105,10.1103/PhysRevLett.102.258102
10.1103/PhysRevLett.111.180604,10.1103/RevModPhys.85.1115
10.1103/PhysRevLett.113.117204,10.1103/PhysRevLett.106.090601
