citing_doi,cited_doi
10.1103/RevModPhys.85.367,10.1103/PhysRevLett.107.115502
10.1103/PhysRevLett.113.267604,10.1103/PhysRevLett.104.137402
10.1103/PhysRevLett.106.196101,10.1103/PhysRevLett.106.187601
10.1103/PhysRevLett.107.197602,10.1103/PhysRevLett.101.207602
10.1103/PhysRevLett.113.157601,10.1103/PhysRevLett.106.037601
10.1103/PhysRevLett.115.057601,10.1103/PhysRevLett.108.027602
10.1103/PhysRevLett.110.057601,10.1103/PhysRevLett.107.197602
10.1103/PhysRevLett.114.117602,10.1103/PhysRevLett.100.177602
10.1103/PhysRevLett.113.267604,10.1103/PhysRevLett.102.257401
10.1103/PhysRevLett.110.136803,10.1103/PhysRevLett.106.196101
10.1103/PhysRevLett.114.117602,10.1103/PhysRevLett.102.027601
10.1103/RevModPhys.85.367,10.1103/PhysRevLett.99.087201
10.1103/PhysRevLett.107.197602,10.1103/PhysRevLett.102.027601
10.1103/PhysRevLett.106.037601,10.1103/PhysRevLett.104.046402
10.1103/RevModPhys.85.367,10.1103/PhysRevLett.100.157203
10.1103/PhysRevLett.108.027602,10.1103/PhysRevLett.104.046402
10.1103/PhysRevLett.114.117602,10.1103/PhysRevLett.104.046402
10.1103/PhysRevLett.113.087201,10.1103/PhysRevLett.103.017202
10.1103/PhysRevLett.115.057601,10.1103/PhysRevLett.106.037601
10.1103/PhysRevLett.114.117602,10.1103/PhysRevLett.110.057601
10.1103/PhysRevLett.113.267604,10.1103/PhysRevLett.110.057601
10.1103/PhysRevLett.114.117602,10.1103/PhysRevLett.108.027602
10.1103/PhysRevLett.106.196101,10.1103/PhysRevLett.100.177602
10.1103/PhysRevLett.110.057601,10.1103/PhysRevLett.106.207601
10.1103/PhysRevLett.102.027601,10.1103/PhysRevLett.101.207602
10.1103/RevModPhys.85.367,10.1103/PhysRevLett.102.157202
10.1103/PhysRevLett.105.067602,10.1103/PhysRevLett.104.137402
10.1103/PhysRevLett.107.197602,10.1103/PhysRevLett.106.207601
10.1103/PhysRevLett.106.187601,10.1103/PhysRevLett.100.177602
10.1103/PhysRevLett.108.097601,10.1103/PhysRevLett.104.200501
10.1103/PhysRevLett.113.267604,10.1103/PhysRevLett.108.027602
10.1103/PhysRevLett.107.197602,10.1103/PhysRevLett.102.257401
10.1103/PhysRevLett.104.046402,10.1103/PhysRevLett.101.207602
10.1103/PhysRevLett.114.217601,10.1103/PhysRevLett.106.037601
10.1103/RevModPhys.85.367,10.1103/PhysRevLett.107.037205
10.1103/PhysRevLett.106.227201,10.1103/PhysRevLett.103.017202
10.1103/PhysRevLett.104.046402,10.1103/PhysRevLett.100.177602
10.1103/PhysRevLett.114.117602,10.1103/PhysRevLett.106.187601
10.1103/PhysRevLett.106.187601,10.1103/PhysRevLett.104.046402
10.1103/PhysRevLett.108.017205,10.1103/PhysRevLett.105.037206
10.1103/PhysRevLett.113.087201,10.1103/PhysRevLett.110.087205
10.1103/PhysRevLett.108.027602,10.1103/PhysRevLett.106.037601
10.1103/PhysRevLett.110.087205,10.1103/PhysRevLett.102.157202
10.1103/PhysRevLett.110.057601,10.1103/PhysRevLett.102.257401
10.1103/PhysRevLett.114.117602,10.1103/PhysRevLett.108.097601
10.1103/PhysRevLett.106.187601,10.1103/PhysRevLett.101.207602
10.1103/PhysRevLett.114.217601,10.1103/PhysRevLett.113.157601
10.1103/RevModPhys.85.367,10.1103/PhysRevLett.101.247603
10.1103/PhysRevLett.110.057601,10.1103/PhysRevLett.102.027601
10.1103/PhysRevLett.113.267604,10.1103/PhysRevLett.101.207602
10.1103/PhysRevLett.114.117602,10.1103/PhysRevLett.102.257401
10.1103/PhysRevLett.114.010801,10.1103/PhysRevLett.103.017202
10.1103/PhysRevLett.104.137402,10.1103/PhysRevLett.102.027601
10.1103/PhysRevLett.108.027602,10.1103/PhysRevLett.106.187601
10.1103/RevModPhys.85.367,10.1103/PhysRevLett.105.037206
10.1103/PhysRevLett.107.197602,10.1103/PhysRevLett.106.187601
10.1103/PhysRevLett.114.217601,10.1103/PhysRevLett.108.027602
10.1103/PhysRevLett.102.027601,10.1103/PhysRevLett.100.127601
10.1103/PhysRevLett.113.267604,10.1103/PhysRevLett.102.027601
10.1103/PhysRevLett.106.196101,10.1103/PhysRevLett.104.046402
10.1103/PhysRevLett.114.010801,10.1103/PhysRevLett.102.157202
10.1103/PhysRevLett.115.057601,10.1103/PhysRevLett.113.157601
10.1103/PhysRevLett.102.257401,10.1103/PhysRevLett.102.027601
10.1103/PhysRevLett.101.237204,10.1103/PhysRevLett.100.157203
10.1103/PhysRevLett.110.087205,10.1103/PhysRevLett.101.237204
10.1103/PhysRevLett.106.187601,10.1103/PhysRevLett.98.216601
10.1103/PhysRevLett.115.057601,10.1103/PhysRevLett.114.117602
10.1103/PhysRevLett.106.227201,10.1103/PhysRevLett.100.157203
10.1103/PhysRevLett.114.010801,10.1103/PhysRevLett.110.136803
10.1103/PhysRevLett.113.087201,10.1103/PhysRevLett.106.227201
10.1103/PhysRevLett.115.057601,10.1103/PhysRevLett.106.187601
10.1103/PhysRevLett.108.027602,10.1103/PhysRevLett.102.257401
10.1103/PhysRevLett.105.067602,10.1103/PhysRevLett.101.207602
10.1103/RevModPhys.85.367,10.1103/PhysRevLett.98.223201
10.1103/PhysRevLett.101.207602,10.1103/PhysRevLett.100.177602
