citing_doi,cited_doi
10.1103/PhysRevLett.107.011802,10.1103/PhysRevLett.105.181801
10.1103/PhysRevLett.109.141802,10.1103/PhysRevLett.107.091801
10.1103/RevModPhys.84.515,10.1103/PhysRevLett.101.131802
10.1103/PhysRevLett.108.191802,10.1103/PhysRevLett.107.181802
10.1103/PhysRevLett.101.091302,10.1103/PhysRevLett.100.221803
10.1103/PhysRevLett.108.171803,10.1103/PhysRevLett.107.041801
10.1103/PhysRevLett.110.181802,10.1103/PhysRevLett.108.191802
10.1103/PhysRevLett.115.231802,10.1103/PhysRevLett.107.141302
10.1103/PhysRevLett.110.171801,10.1103/PhysRevLett.106.181801
10.1103/PhysRevLett.111.022502,10.1103/PhysRevLett.102.101802
10.1103/PhysRevLett.111.211803,10.1103/PhysRevLett.110.251801
10.1103/PhysRevLett.110.181802,10.1103/PhysRevLett.100.221803
10.1103/PhysRevLett.112.051303,10.1103/PhysRevLett.112.051302
10.1103/PhysRevLett.111.022501,10.1103/PhysRevLett.108.171803
10.1103/PhysRevLett.108.051302,10.1103/PhysRevLett.100.221803
10.1103/PhysRevLett.112.061801,10.1103/PhysRevLett.106.181801
10.1103/PhysRevLett.112.191801,10.1103/PhysRevLett.106.181801
10.1103/PhysRevLett.110.181802,10.1103/PhysRevLett.107.041801
10.1103/PhysRevLett.108.231102,10.1103/PhysRevLett.99.241802
10.1103/PhysRevLett.107.181802,10.1103/PhysRevLett.106.181801
10.1103/PhysRevLett.111.022001,10.1103/PhysRevLett.101.091302
10.1103/PhysRevLett.114.012502,10.1103/PhysRevLett.112.061801
10.1103/PhysRevLett.114.101301,10.1103/PhysRevLett.112.241101
10.1103/RevModPhys.82.2701,10.1103/PhysRevLett.101.141801
10.1103/PhysRevLett.110.161801,10.1103/PhysRevLett.102.101802
10.1103/PhysRevLett.114.171301,10.1103/PhysRevLett.114.101301
10.1103/PhysRevLett.105.181301,10.1103/PhysRevLett.102.101802
10.1103/PhysRevLett.108.041801,10.1103/PhysRevLett.107.061803
10.1103/PhysRevLett.103.071101,10.1103/PhysRevLett.101.171801
10.1103/RevModPhys.84.1307,10.1103/PhysRevLett.101.111301
10.1103/PhysRevLett.110.171801,10.1103/PhysRevLett.103.261802
10.1103/PhysRevLett.111.091101,10.1103/PhysRevLett.108.061101
10.1103/PhysRevLett.115.241302,10.1103/PhysRevLett.112.241101
10.1103/PhysRevLett.103.111801,10.1103/PhysRevLett.99.261601
10.1103/PhysRevLett.114.012502,10.1103/PhysRevLett.109.202504
10.1103/PhysRevLett.111.121104,10.1103/PhysRevLett.108.261104
10.1103/PhysRevLett.107.241801,10.1103/PhysRevLett.107.041801
10.1103/PhysRevLett.108.061101,10.1103/PhysRevLett.107.151101
