citing_doi,cited_doi
10.1103/PhysRevLett.109.250601,10.1103/PhysRevLett.98.220601
10.1103/PhysRevLett.106.118302,10.1103/PhysRevLett.99.028303
10.1103/PhysRevLett.106.150603,10.1103/PhysRevLett.98.108302
10.1103/PhysRevLett.103.260602,10.1103/PhysRevLett.102.130601
10.1103/PhysRevLett.106.150603,10.1103/PhysRevLett.102.130601
10.1103/PhysRevLett.115.228302,10.1103/PhysRevLett.106.105704
10.1103/PhysRevLett.110.035701,10.1103/PhysRevLett.107.095701
10.1103/PhysRevLett.105.198301,10.1103/PhysRevLett.99.098301
10.1103/PhysRevLett.101.135702,10.1103/PhysRevLett.99.065701
10.1103/PhysRevLett.109.155503,10.1103/PhysRevLett.103.208301
10.1103/PhysRevLett.106.125702,10.1103/PhysRevLett.99.118301
10.1103/PhysRevLett.114.128101,10.1103/PhysRevLett.99.028101
10.1103/PhysRevLett.114.258302,10.1103/PhysRevLett.109.195701
10.1103/PhysRevLett.102.130601,10.1103/PhysRevLett.98.108302
10.1103/PhysRevLett.102.058301,10.1103/PhysRevLett.99.118301
10.1103/PhysRevLett.110.058303,10.1103/PhysRevLett.103.208301
10.1103/PhysRevLett.115.228302,10.1103/PhysRevLett.100.068102
10.1103/PhysRevLett.105.198301,10.1103/PhysRevLett.101.125702
10.1103/PhysRevLett.115.228302,10.1103/PhysRevLett.99.118301
10.1103/PhysRevLett.110.035701,10.1103/PhysRevLett.98.220601
10.1103/PhysRevLett.101.148101,10.1103/PhysRevLett.99.028101
10.1103/PhysRevLett.109.155503,10.1103/PhysRevLett.104.195502
10.1103/PhysRevLett.105.088305,10.1103/PhysRevLett.99.198103
10.1103/PhysRevLett.104.195701,10.1103/PhysRevLett.98.108302
10.1103/PhysRevLett.114.258302,10.1103/PhysRevLett.99.118301
10.1103/PhysRevLett.112.098703,10.1103/PhysRevLett.106.150603
10.1103/PhysRevLett.112.028101,10.1103/PhysRevLett.101.148101
10.1103/PhysRevLett.110.208302,10.1103/PhysRevLett.104.068301
10.1103/PhysRevLett.110.058303,10.1103/PhysRevLett.99.118301
10.1103/PhysRevLett.107.095701,10.1103/PhysRevLett.98.108302
10.1103/PhysRevLett.107.130601,10.1103/PhysRevLett.103.090601
10.1103/PhysRevLett.111.208301,10.1103/PhysRevLett.99.118301
10.1103/PhysRevLett.103.208301,10.1103/PhysRevLett.99.118301
10.1103/PhysRevLett.106.125702,10.1103/PhysRevLett.102.065701
10.1103/PhysRevLett.110.058303,10.1103/PhysRevLett.106.125702
10.1103/PhysRevLett.107.130601,10.1103/PhysRevLett.104.195701
10.1103/PhysRevLett.106.178102,10.1103/PhysRevLett.99.028101
10.1103/PhysRevLett.104.195701,10.1103/PhysRevLett.98.220601
10.1103/PhysRevLett.107.130601,10.1103/PhysRevLett.99.065701
10.1103/PhysRevLett.109.250601,10.1103/PhysRevLett.103.090601
10.1103/PhysRevLett.114.258302,10.1103/PhysRevLett.99.065701
10.1103/PhysRevLett.108.047801,10.1103/PhysRevLett.106.105704
10.1103/PhysRevLett.109.095702,10.1103/PhysRevLett.99.198103
10.1103/PhysRevLett.111.055503,10.1103/PhysRevLett.98.220601
10.1103/PhysRevLett.108.047801,10.1103/PhysRevLett.99.098301
10.1103/PhysRevLett.103.045702,10.1103/PhysRevLett.102.067205
10.1103/PhysRevLett.109.195701,10.1103/PhysRevLett.99.118301
10.1103/PhysRevLett.103.260602,10.1103/PhysRevLett.103.090601
10.1103/PhysRevLett.107.130601,10.1103/PhysRevLett.104.085701
10.1103/PhysRevLett.115.228302,10.1103/PhysRevLett.104.085701
10.1103/PhysRevLett.114.258302,10.1103/PhysRevLett.106.125702
10.1103/PhysRevLett.114.258302,10.1103/PhysRevLett.104.245702
10.1103/PhysRevLett.112.028101,10.1103/PhysRevLett.99.118301
10.1103/PhysRevLett.114.258302,10.1103/PhysRevLett.112.245701
10.1103/PhysRevLett.110.208302,10.1103/PhysRevLett.106.105704
10.1103/PhysRevLett.101.056601,10.1103/PhysRevLett.98.196401
10.1103/PhysRevLett.98.097203,10.1103/PhysRevLett.98.017201
10.1103/PhysRevLett.99.198103,10.1103/PhysRevLett.99.118301
10.1103/PhysRevLett.102.067205,10.1103/PhysRevLett.98.196401
10.1103/PhysRevLett.109.097401,10.1103/PhysRevLett.99.065701
10.1103/PhysRevLett.107.130601,10.1103/PhysRevLett.103.260602
10.1103/PhysRevLett.110.058303,10.1103/PhysRevLett.99.098301
10.1103/PhysRevLett.112.245701,10.1103/PhysRevLett.111.055503
10.1103/PhysRevLett.108.184502,10.1103/PhysRevLett.99.028303
10.1103/PhysRevLett.109.160602,10.1103/PhysRevLett.103.090601
10.1103/PhysRevLett.101.056601,10.1103/PhysRevLett.98.220601
10.1103/PhysRevLett.110.080601,10.1103/PhysRevLett.106.150603
10.1103/PhysRevLett.112.028101,10.1103/PhysRevLett.99.028101
10.1103/PhysRevLett.107.130601,10.1103/PhysRevLett.98.108302
10.1103/PhysRevLett.102.130601,10.1103/PhysRevLett.98.220601
10.1103/PhysRevLett.110.080601,10.1103/PhysRevLett.100.057207
10.1103/PhysRevLett.106.118302,10.1103/PhysRevLett.99.098301
10.1103/PhysRevLett.110.258301,10.1103/PhysRevLett.98.108302
10.1103/PhysRevLett.103.258302,10.1103/PhysRevLett.101.135702
10.1103/PhysRevLett.100.057207,10.1103/PhysRevLett.98.017201
10.1103/PhysRevLett.104.195701,10.1103/PhysRevLett.99.065701
10.1103/PhysRevLett.112.028101,10.1103/PhysRevLett.106.178102
10.1103/PhysRevLett.103.208301,10.1103/PhysRevLett.98.088301
