article_doi,group
10.1103/PhysRevLett.100.052503,993.0
10.1103/PhysRevLett.100.131101,993.0
10.1103/PhysRevLett.101.121301,993.0
10.1103/PhysRevLett.102.201304,993.0
10.1103/PhysRevLett.102.212502,993.0
10.1103/PhysRevLett.103.012503,993.0
10.1103/PhysRevLett.103.091801,993.0
10.1103/PhysRevLett.103.122501,993.0
10.1103/PhysRevLett.103.122502,993.0
10.1103/PhysRevLett.104.191301,993.0
10.1103/PhysRevLett.105.061801,993.0
10.1103/PhysRevLett.105.201801,993.0
10.1103/PhysRevLett.105.252503,993.0
10.1103/PhysRevLett.106.141101,993.0
10.1103/PhysRevLett.106.151801,993.0
10.1103/PhysRevLett.106.161103,993.0
10.1103/PhysRevLett.107.062504,993.0
10.1103/PhysRevLett.107.212501,993.0
10.1103/PhysRevLett.107.251101,993.0
10.1103/PhysRevLett.108.231101,993.0
10.1103/PhysRevLett.109.032505,993.0
10.1103/PhysRevLett.109.042501,993.0
10.1103/PhysRevLett.109.251302,993.0
10.1103/PhysRevLett.110.062502,993.0
10.1103/PhysRevLett.110.121101,993.0
10.1103/PhysRevLett.110.151105,993.0
10.1103/PhysRevLett.110.151802,993.0
10.1103/PhysRevLett.110.171802,993.0
10.1103/PhysRevLett.110.222502,993.0
10.1103/PhysRevLett.110.241101,993.0
10.1103/PhysRevLett.111.021103,993.0
10.1103/PhysRevLett.111.041103,993.0
10.1103/PhysRevLett.111.121102,993.0
10.1103/PhysRevLett.111.122503,993.0
10.1103/PhysRevLett.111.131102,993.0
10.1103/PhysRevLett.111.131103,993.0
10.1103/PhysRevLett.111.142501,993.0
10.1103/PhysRevLett.111.172501,993.0
10.1103/PhysRevLett.112.031804,993.0
10.1103/PhysRevLett.112.142503,993.0
10.1103/PhysRevLett.112.161303,993.0
10.1103/PhysRevLett.113.091103,993.0
10.1103/PhysRevLett.113.101101,993.0
10.1103/PhysRevLett.113.191102,993.0
10.1103/PhysRevLett.113.251301,993.0
10.1103/PhysRevLett.113.262501,993.0
10.1103/PhysRevLett.114.071801,993.0
10.1103/PhysRevLett.114.171101,993.0
10.1103/PhysRevLett.114.171102,993.0
10.1103/PhysRevLett.115.071301,993.0
10.1103/PhysRevLett.115.081102,993.0
10.1103/PhysRevLett.115.081802,993.0
10.1103/PhysRevLett.115.102502,993.0
10.1103/PhysRevLett.115.161301,993.0
10.1103/PhysRevLett.115.161302,993.0
10.1103/PhysRevLett.115.161303,993.0
10.1103/PhysRevLett.115.221101,993.0
10.1103/PhysRevLett.98.053003,993.0
10.1103/RevModPhys.85.1401,993.0
10.1103/RevModPhys.87.531,993.0
