citing_doi,cited_doi
10.1103/PhysRevLett.114.218301,10.1103/PhysRevLett.102.028302
10.1103/PhysRevLett.107.088102,10.1103/PhysRevLett.106.048101
10.1103/PhysRevLett.105.158101,10.1103/PhysRevLett.102.028302
10.1103/PhysRevLett.107.148301,10.1103/PhysRevLett.102.028302
10.1103/PhysRevLett.105.158101,10.1103/PhysRevLett.102.078301
10.1103/PhysRevLett.109.118303,10.1103/PhysRevLett.108.078104
10.1103/PhysRevLett.110.178103,10.1103/PhysRevLett.107.108102
10.1103/PhysRevLett.111.108103,10.1103/PhysRevLett.106.138103
10.1103/PhysRevLett.115.167801,10.1103/PhysRevLett.109.048301
10.1103/PhysRevLett.111.108103,10.1103/PhysRevLett.102.078301
10.1103/PhysRevLett.109.128104,10.1103/PhysRevLett.100.038105
10.1103/PhysRevLett.110.068301,10.1103/PhysRevLett.106.138104
10.1103/PhysRevLett.112.018101,10.1103/PhysRevLett.105.158101
10.1103/PhysRevLett.107.148301,10.1103/PhysRevLett.102.068301
10.1103/PhysRevLett.99.088103,10.1103/PhysRevLett.98.038103
10.1103/PhysRevLett.106.138104,10.1103/PhysRevLett.105.158101
10.1103/PhysRevLett.109.128104,10.1103/PhysRevLett.106.138103
10.1103/PhysRevLett.109.118303,10.1103/PhysRevLett.102.028302
10.1103/PhysRevLett.109.118303,10.1103/PhysRevLett.105.058102
10.1103/PhysRevLett.109.048301,10.1103/PhysRevLett.102.068301
10.1103/PhysRevLett.109.118303,10.1103/PhysRevLett.107.108102
10.1103/PhysRevLett.109.118303,10.1103/PhysRevLett.102.078301
10.1103/PhysRevLett.107.108102,10.1103/PhysRevLett.100.148301
10.1103/PhysRevLett.110.178103,10.1103/PhysRevLett.100.148301
10.1103/PhysRevLett.107.068102,10.1103/PhysRevLett.99.088103
10.1103/PhysRevLett.104.025503,10.1103/PhysRevLett.102.245504
10.1103/PhysRevLett.108.078104,10.1103/PhysRevLett.106.048101
10.1103/PhysRevLett.107.068102,10.1103/PhysRevLett.104.025503
10.1103/PhysRevLett.102.078301,10.1103/PhysRevLett.100.148301
10.1103/PhysRevLett.105.158101,10.1103/PhysRevLett.100.148301
10.1103/PhysRevLett.106.138104,10.1103/PhysRevLett.102.078301
10.1103/PhysRevLett.109.118303,10.1103/PhysRevLett.104.025503
