citing_doi,cited_doi
10.1103/PhysRevLett.114.093601,10.1103/PhysRevLett.104.223602
10.1103/PhysRevLett.107.043601,10.1103/RevModPhys.83.33
10.1103/PhysRevLett.104.183604,10.1103/PhysRevLett.98.063602
10.1103/PhysRevLett.106.153602,10.1103/PhysRevLett.101.233602
10.1103/PhysRevLett.104.180504,10.1103/PhysRevLett.98.190503
10.1103/PhysRevLett.108.253904,10.1103/PhysRevLett.102.223601
10.1103/PhysRevLett.115.140501,10.1103/PhysRevLett.108.190505
10.1103/PhysRevLett.102.223601,10.1103/PhysRevLett.100.183601
10.1103/PhysRevLett.114.230501,10.1103/PhysRevLett.111.150501
10.1103/PhysRevLett.108.190505,10.1103/PhysRevLett.105.060501
10.1103/PhysRevLett.106.053602,10.1103/PhysRevLett.98.160403
10.1103/PhysRevLett.114.230502,10.1103/PhysRevLett.110.133604
10.1103/PhysRevLett.114.010401,10.1103/PhysRevLett.113.183602
10.1103/PhysRevLett.111.240501,10.1103/PhysRevLett.108.190503
10.1103/PhysRevLett.108.083601,10.1103/PhysRevLett.101.130501
10.1103/PhysRevLett.108.210501,10.1103/PhysRevLett.101.190501
10.1103/PhysRevLett.114.210501,10.1103/RevModPhys.83.33
10.1103/PhysRevLett.113.063602,10.1103/PhysRevLett.100.133601
10.1103/PhysRevLett.112.243602,10.1103/PhysRevLett.100.183603
10.1103/PhysRevLett.113.183602,10.1103/PhysRevLett.100.133601
10.1103/PhysRevLett.109.263601,10.1103/PhysRevLett.100.183603
10.1103/PhysRevLett.115.193602,10.1103/PhysRevLett.113.183602
10.1103/PhysRevLett.106.063601,10.1103/PhysRevLett.103.193602
10.1103/PhysRevLett.113.223603,10.1103/PhysRevLett.107.213602
10.1103/PhysRevLett.115.070502,10.1103/PhysRevLett.105.153601
10.1103/PhysRevLett.106.130501,10.1103/PhysRevLett.104.223601
10.1103/PhysRevLett.102.123603,10.1103/PhysRevLett.100.133601
10.1103/PhysRevLett.110.220502,10.1103/PhysRevLett.101.190501
10.1103/PhysRevLett.114.050502,10.1103/PhysRevLett.100.093602
10.1103/PhysRevLett.115.070502,10.1103/PhysRevLett.114.230501
10.1103/PhysRevLett.110.083601,10.1103/PhysRevLett.102.213601
10.1103/PhysRevLett.114.010401,10.1103/RevModPhys.81.299
10.1103/PhysRevLett.113.013601,10.1103/RevModPhys.81.299
10.1103/PhysRevLett.113.133601,10.1103/PhysRevLett.106.243602
10.1103/PhysRevLett.114.210501,10.1103/PhysRevLett.110.083601
10.1103/PhysRevLett.109.180503,10.1103/PhysRevLett.107.213602
10.1103/PhysRevLett.109.180503,10.1103/PhysRevLett.104.123603
10.1103/PhysRevLett.111.213001,10.1103/PhysRevLett.98.060502
10.1103/PhysRevLett.113.183602,10.1103/PhysRevLett.102.053602
