article_doi,group
10.1103/PhysRevLett.100.225001,159.0
10.1103/PhysRevLett.101.115004,159.0
10.1103/PhysRevLett.102.185004,159.0
10.1103/PhysRevLett.102.205001,159.0
10.1103/PhysRevLett.103.145003,159.0
10.1103/PhysRevLett.103.215004,159.0
10.1103/PhysRevLett.104.185001,159.0
10.1103/PhysRevLett.105.115005,159.0
10.1103/PhysRevLett.105.185001,159.0
10.1103/PhysRevLett.107.035006,159.0
10.1103/PhysRevLett.107.122502,159.0
10.1103/PhysRevLett.108.025001,159.0
10.1103/PhysRevLett.108.025003,159.0
10.1103/PhysRevLett.108.075002,159.0
10.1103/PhysRevLett.109.025003,159.0
10.1103/PhysRevLett.109.075002,159.0
10.1103/PhysRevLett.109.075004,159.0
10.1103/PhysRevLett.109.095001,159.0
10.1103/PhysRevLett.109.135004,159.0
10.1103/PhysRevLett.109.225002,159.0
10.1103/PhysRevLett.110.015002,159.0
10.1103/PhysRevLett.111.052501,159.0
10.1103/PhysRevLett.111.188301,159.0
10.1103/PhysRevLett.111.205001,159.0
10.1103/PhysRevLett.111.235003,159.0
10.1103/PhysRevLett.111.235005,159.0
10.1103/PhysRevLett.112.025002,159.0
10.1103/PhysRevLett.112.095001,159.0
10.1103/PhysRevLett.112.135001,159.0
10.1103/PhysRevLett.112.135002,159.0
10.1103/PhysRevLett.112.185001,159.0
10.1103/PhysRevLett.112.245002,159.0
10.1103/PhysRevLett.113.145001,159.0
10.1103/PhysRevLett.113.155003,159.0
10.1103/PhysRevLett.113.155004,159.0
10.1103/PhysRevLett.114.015001,159.0
10.1103/PhysRevLett.114.025001,159.0
10.1103/PhysRevLett.115.105002,159.0
10.1103/PhysRevLett.115.145001,159.0
10.1103/PhysRevLett.98.215002,159.0
10.1103/PhysRevLett.99.065004,159.0
