article_doi,group
10.1103/PhysRevLett.100.024102,431.0
10.1103/PhysRevLett.100.194101,431.0
10.1103/PhysRevLett.100.244101,431.0
10.1103/PhysRevLett.101.084102,431.0
10.1103/PhysRevLett.101.154102,431.0
10.1103/PhysRevLett.103.024102,431.0
10.1103/PhysRevLett.104.113901,431.0
10.1103/PhysRevLett.104.114102,431.0
10.1103/PhysRevLett.105.254101,431.0
10.1103/PhysRevLett.105.264101,431.0
10.1103/PhysRevLett.106.223901,431.0
10.1103/PhysRevLett.107.034102,431.0
10.1103/PhysRevLett.107.228102,431.0
10.1103/PhysRevLett.107.234102,431.0
10.1103/PhysRevLett.107.254103,431.0
10.1103/PhysRevLett.108.070602,431.0
10.1103/PhysRevLett.108.134101,431.0
10.1103/PhysRevLett.108.214101,431.0
10.1103/PhysRevLett.109.154101,431.0
10.1103/PhysRevLett.110.064104,431.0
10.1103/PhysRevLett.110.104102,431.0
10.1103/PhysRevLett.110.184102,431.0
10.1103/PhysRevLett.112.174103,431.0
10.1103/PhysRevLett.112.204101,431.0
10.1103/PhysRevLett.113.163901,431.0
10.1103/PhysRevLett.113.218701,431.0
10.1103/PhysRevLett.114.123902,431.0
10.1103/PhysRevLett.114.178103,431.0
10.1103/PhysRevLett.115.053901,431.0
10.1103/PhysRevLett.115.054101,431.0
10.1103/PhysRevLett.115.194101,431.0
10.1103/PhysRevLett.98.044101,431.0
10.1103/PhysRevLett.98.114101,431.0
10.1103/PhysRevLett.98.154101,431.0
10.1103/PhysRevLett.98.214102,431.0
10.1103/PhysRevLett.99.073902,431.0
10.1103/RevModPhys.85.421,431.0
