article_doi,group
10.1103/PhysRevLett.100.248102,605.0
10.1103/PhysRevLett.104.048101,605.0
10.1103/PhysRevLett.105.038501,605.0
10.1103/PhysRevLett.105.048304,605.0
10.1103/PhysRevLett.105.238104,605.0
10.1103/PhysRevLett.106.054101,605.0
10.1103/PhysRevLett.106.138102,605.0
10.1103/PhysRevLett.107.098102,605.0
10.1103/PhysRevLett.107.208301,605.0
10.1103/PhysRevLett.109.068102,605.0
10.1103/PhysRevLett.109.118304,605.0
10.1103/PhysRevLett.110.108102,605.0
10.1103/PhysRevLett.110.128301,605.0
10.1103/PhysRevLett.110.158105,605.0
10.1103/PhysRevLett.110.233201,605.0
10.1103/PhysRevLett.112.158103,605.0
10.1103/PhysRevLett.112.198102,605.0
10.1103/PhysRevLett.113.198101,605.0
10.1103/PhysRevLett.113.238104,605.0
10.1103/PhysRevLett.114.095504,605.0
10.1103/PhysRevLett.115.018101,605.0
10.1103/PhysRevLett.115.093003,605.0
10.1103/PhysRevLett.115.148301,605.0
10.1103/PhysRevLett.99.068101,605.0
10.1103/PhysRevLett.99.168101,605.0
10.1103/PhysRevLett.99.205504,605.0
10.1103/PhysRevX.3.011009,605.0
10.1103/PhysRevX.3.011010,605.0
10.1103/PhysRevX.4.011020,605.0
