citing_doi,cited_doi
10.1103/PhysRevLett.103.091601,10.1103/PhysRevLett.101.031601
10.1103/PhysRevLett.115.221601,10.1103/PhysRevLett.108.241601
10.1103/PhysRevLett.114.251602,10.1103/PhysRevLett.101.031601
10.1103/PhysRevX.5.041025,10.1103/PhysRevLett.105.151602
10.1103/PhysRevLett.108.131102,10.1103/PhysRevLett.106.191102
10.1103/PhysRevLett.103.141601,10.1103/PhysRevLett.101.031601
10.1103/PhysRevLett.107.241601,10.1103/PhysRevLett.103.151601
10.1103/PhysRevLett.113.091602,10.1103/PhysRevLett.101.031601
10.1103/PhysRevLett.106.221601,10.1103/PhysRevLett.101.031601
10.1103/PhysRevLett.103.151601,10.1103/PhysRevLett.102.061601
10.1103/PhysRevLett.113.091602,10.1103/PhysRevLett.110.201603
10.1103/PhysRevLett.111.051601,10.1103/PhysRevLett.106.061601
10.1103/PhysRevLett.110.201603,10.1103/PhysRevLett.108.211601
10.1103/PhysRevLett.107.241601,10.1103/PhysRevLett.106.091602
10.1103/PhysRevLett.106.091602,10.1103/PhysRevLett.103.151601
10.1103/PhysRevLett.105.041601,10.1103/PhysRevLett.101.031601
10.1103/PhysRevLett.114.251602,10.1103/PhysRevLett.113.091602
10.1103/PhysRevLett.107.231601,10.1103/PhysRevLett.105.041601
10.1103/PhysRevLett.108.161803,10.1103/PhysRevLett.99.141602
10.1103/PhysRevLett.108.231602,10.1103/PhysRevLett.106.121601
10.1103/PhysRevX.5.041025,10.1103/PhysRevLett.108.251601
10.1103/PhysRevLett.108.251601,10.1103/PhysRevLett.107.241601
10.1103/PhysRevLett.112.231601,10.1103/PhysRevLett.108.241601
10.1103/PhysRevLett.111.121602,10.1103/PhysRevLett.110.131601
10.1103/PhysRevLett.111.221602,10.1103/PhysRevLett.108.231602
10.1103/PhysRevLett.108.241601,10.1103/PhysRevLett.105.151602
10.1103/PhysRevLett.101.191601,10.1103/PhysRevLett.101.031601
10.1103/PhysRevLett.113.091602,10.1103/PhysRevLett.106.061601
10.1103/PhysRevLett.114.021601,10.1103/PhysRevLett.108.241601
10.1103/PhysRevLett.105.041601,10.1103/PhysRevLett.101.061601
10.1103/PhysRevLett.110.131601,10.1103/PhysRevLett.100.200404
10.1103/PhysRevLett.115.221601,10.1103/PhysRevLett.112.231601
10.1103/PhysRevLett.102.061601,10.1103/PhysRevLett.101.031601
10.1103/PhysRevLett.108.231602,10.1103/PhysRevLett.101.031601
10.1103/PhysRevLett.107.181601,10.1103/PhysRevLett.103.091601
10.1103/PhysRevLett.113.011601,10.1103/PhysRevLett.108.241601
10.1103/PhysRevLett.108.211601,10.1103/PhysRevLett.99.141602
10.1103/PhysRevLett.106.061601,10.1103/PhysRevLett.99.141602
10.1103/PhysRevLett.106.091602,10.1103/PhysRevLett.103.141601
10.1103/PhysRevLett.115.221601,10.1103/PhysRevLett.112.071602
10.1103/PhysRevLett.108.211601,10.1103/PhysRevLett.101.191601
10.1103/PhysRevLett.110.201603,10.1103/PhysRevLett.109.231601
10.1103/PhysRevLett.113.011601,10.1103/PhysRevLett.105.151602
10.1103/PhysRevLett.111.121602,10.1103/PhysRevLett.105.151602
10.1103/PhysRevLett.106.071101,10.1103/PhysRevLett.101.191601
10.1103/PhysRevLett.107.231601,10.1103/PhysRevLett.101.031601
10.1103/PhysRevLett.114.251602,10.1103/PhysRevLett.108.241601
10.1103/PhysRevLett.113.011601,10.1103/PhysRevLett.101.031601
10.1103/PhysRevLett.112.071602,10.1103/PhysRevLett.106.231101
10.1103/PhysRevLett.114.021601,10.1103/PhysRevLett.112.071602
10.1103/PhysRevLett.107.181601,10.1103/PhysRevLett.101.031601
10.1103/PhysRevLett.114.251602,10.1103/PhysRevLett.106.231101
10.1103/PhysRevLett.112.071602,10.1103/PhysRevLett.108.241601
10.1103/PhysRevLett.103.151601,10.1103/PhysRevLett.101.031601
10.1103/PhysRevLett.103.072301,10.1103/PhysRevLett.100.200404
10.1103/PhysRevLett.108.131102,10.1103/PhysRevLett.106.231101
