article_doi,group
10.1103/PhysRevLett.100.078102,447.0
10.1103/PhysRevLett.102.138101,447.0
10.1103/PhysRevLett.102.258102,447.0
10.1103/PhysRevLett.103.050603,447.0
10.1103/PhysRevLett.104.168701,447.0
10.1103/PhysRevLett.106.048702,447.0
10.1103/PhysRevLett.106.090601,447.0
10.1103/PhysRevLett.107.220601,447.0
10.1103/PhysRevLett.108.090201,447.0
10.1103/PhysRevLett.108.208102,447.0
10.1103/PhysRevLett.109.050602,447.0
10.1103/PhysRevLett.110.018701,447.0
10.1103/PhysRevLett.110.108105,447.0
10.1103/PhysRevLett.110.210601,447.0
10.1103/PhysRevLett.111.180604,447.0
10.1103/PhysRevLett.112.070603,447.0
10.1103/PhysRevLett.113.117204,447.0
10.1103/PhysRevLett.114.078105,447.0
10.1103/PhysRevLett.114.158701,447.0
10.1103/PhysRevLett.115.188701,447.0
10.1103/RevModPhys.85.1115,447.0
