article_doi,group
10.1103/PhysRevLett.100.070601,1448.0
10.1103/PhysRevLett.100.088501,1448.0
10.1103/PhysRevLett.100.108304,1448.0
10.1103/PhysRevLett.100.128103,1448.0
10.1103/PhysRevLett.100.158301,1448.0
10.1103/PhysRevLett.100.168105,1448.0
10.1103/PhysRevLett.100.184101,1448.0
10.1103/PhysRevLett.100.184503,1448.0
10.1103/PhysRevLett.100.188103,1448.0
10.1103/PhysRevLett.100.200601,1448.0
10.1103/PhysRevLett.100.250602,1448.0
10.1103/PhysRevLett.101.044502,1448.0
10.1103/PhysRevLett.101.054102,1448.0
10.1103/PhysRevLett.101.058101,1448.0
10.1103/PhysRevLett.101.090601,1448.0
10.1103/PhysRevLett.101.130601,1448.0
10.1103/PhysRevLett.101.210601,1448.0
10.1103/PhysRevLett.101.218102,1448.0
10.1103/PhysRevLett.101.230602,1448.0
10.1103/PhysRevLett.102.014101,1448.0
10.1103/PhysRevLett.102.014502,1448.0
10.1103/PhysRevLett.102.050601,1448.0
10.1103/PhysRevLett.102.050602,1448.0
10.1103/PhysRevLett.102.058101,1448.0
10.1103/PhysRevLett.102.064101,1448.0
10.1103/PhysRevLett.102.120602,1448.0
10.1103/PhysRevLett.102.188101,1448.0
10.1103/PhysRevLett.102.190602,1448.0
10.1103/PhysRevLett.102.228101,1448.0
10.1103/PhysRevLett.103.018102,1448.0
10.1103/PhysRevLett.103.030602,1448.0
10.1103/PhysRevLett.103.038102,1448.0
10.1103/PhysRevLett.103.040602,1448.0
10.1103/PhysRevLett.103.138102,1448.0
10.1103/PhysRevLett.103.148102,1448.0
10.1103/PhysRevLett.103.180602,1448.0
10.1103/PhysRevLett.103.190201,1448.0
10.1103/PhysRevLett.103.218001,1448.0
10.1103/PhysRevLett.104.020602,1448.0
10.1103/PhysRevLett.104.128501,1448.0
10.1103/PhysRevLett.104.160602,1448.0
10.1103/PhysRevLett.104.170603,1448.0
10.1103/PhysRevLett.104.204502,1448.0
10.1103/PhysRevLett.104.235001,1448.0
10.1103/PhysRevLett.104.238102,1448.0
10.1103/PhysRevLett.105.034504,1448.0
10.1103/PhysRevLett.105.040601,1448.0
10.1103/PhysRevLett.105.100602,1448.0
10.1103/PhysRevLett.105.120602,1448.0
10.1103/PhysRevLett.105.145001,1448.0
10.1103/PhysRevLett.105.150606,1448.0
10.1103/PhysRevLett.105.163902,1448.0
10.1103/PhysRevLett.105.170602,1448.0
10.1103/PhysRevLett.105.244301,1448.0
10.1103/PhysRevLett.105.260603,1448.0
10.1103/PhysRevLett.106.038102,1448.0
10.1103/PhysRevLett.106.048103,1448.0
10.1103/PhysRevLett.106.090602,1448.0
10.1103/PhysRevLett.106.140602,1448.0
10.1103/PhysRevLett.106.158102,1448.0
10.1103/PhysRevLett.106.160601,1448.0
10.1103/PhysRevLett.106.194502,1448.0
10.1103/PhysRevLett.106.208103,1448.0
10.1103/PhysRevLett.106.220602,1448.0
10.1103/PhysRevLett.106.228102,1448.0
10.1103/PhysRevLett.107.078103,1448.0
10.1103/PhysRevLett.107.156102,1448.0
10.1103/PhysRevLett.107.170601,1448.0
10.1103/PhysRevLett.107.178103,1448.0
10.1103/PhysRevLett.107.180602,1448.0
10.1103/PhysRevLett.107.204502,1448.0
10.1103/PhysRevLett.107.240603,1448.0
10.1103/PhysRevLett.107.260601,1448.0
10.1103/PhysRevLett.108.028101,1448.0
10.1103/PhysRevLett.108.028102,1448.0
10.1103/PhysRevLett.108.060604,1448.0
10.1103/PhysRevLett.108.070603,1448.0
10.1103/PhysRevLett.108.088103,1448.0
10.1103/PhysRevLett.108.093002,1448.0
10.1103/PhysRevLett.108.098103,1448.0
10.1103/PhysRevLett.108.110604,1448.0
10.1103/PhysRevLett.108.164101,1448.0
10.1103/PhysRevLett.108.228301,1448.0
10.1103/PhysRevLett.108.230601,1448.0
10.1103/PhysRevLett.108.230602,1448.0
10.1103/PhysRevLett.108.250601,1448.0
10.1103/PhysRevLett.109.070601,1448.0
10.1103/PhysRevLett.109.168103,1448.0
10.1103/PhysRevLett.109.188103,1448.0
10.1103/PhysRevLett.109.248104,1448.0
10.1103/PhysRevLett.109.264503,1448.0
10.1103/PhysRevLett.110.020602,1448.0
10.1103/PhysRevLett.110.020603,1448.0
10.1103/PhysRevLett.110.048104,1448.0
10.1103/PhysRevLett.110.090601,1448.0
10.1103/PhysRevLett.110.100602,1448.0
10.1103/PhysRevLett.110.140602,1448.0
10.1103/PhysRevLett.110.140603,1448.0
10.1103/PhysRevLett.110.170604,1448.0
10.1103/PhysRevLett.110.184502,1448.0
10.1103/PhysRevLett.110.198101,1448.0
10.1103/PhysRevLett.110.204501,1448.0
10.1103/PhysRevLett.110.208301,1448.0
10.1103/PhysRevLett.110.214504,1448.0
10.1103/PhysRevLett.110.220601,1448.0
10.1103/PhysRevLett.110.220603,1448.0
10.1103/PhysRevLett.110.238102,1448.0
10.1103/PhysRevLett.110.248106,1448.0
10.1103/PhysRevLett.110.256101,1448.0
10.1103/PhysRevLett.111.010601,1448.0
10.1103/PhysRevLett.111.038102,1448.0
10.1103/PhysRevLett.111.108101,1448.0
10.1103/PhysRevLett.111.118103,1448.0
10.1103/PhysRevLett.111.144501,1448.0
10.1103/PhysRevLett.111.210601,1448.0
10.1103/PhysRevLett.112.050602,1448.0
10.1103/PhysRevLett.112.094101,1448.0
10.1103/PhysRevLett.112.110601,1448.0
10.1103/PhysRevLett.112.150603,1448.0
10.1103/PhysRevLett.112.230601,1448.0
10.1103/PhysRevLett.112.240601,1448.0
10.1103/PhysRevLett.113.078101,1448.0
10.1103/PhysRevLett.113.100601,1448.0
10.1103/PhysRevLett.113.120601,1448.0
10.1103/PhysRevLett.113.184101,1448.0
10.1103/PhysRevLett.113.220602,1448.0
10.1103/PhysRevLett.113.238101,1448.0
10.1103/PhysRevLett.114.198101,1448.0
10.1103/PhysRevLett.115.080602,1448.0
10.1103/PhysRevLett.115.080603,1448.0
10.1103/PhysRevLett.115.110601,1448.0
10.1103/PhysRevLett.115.173006,1448.0
10.1103/PhysRevLett.115.188104,1448.0
10.1103/PhysRevLett.115.194502,1448.0
10.1103/PhysRevLett.115.210601,1448.0
10.1103/PhysRevLett.115.220601,1448.0
10.1103/PhysRevLett.98.020602,1448.0
10.1103/PhysRevLett.98.070601,1448.0
10.1103/PhysRevLett.98.110403,1448.0
10.1103/PhysRevLett.98.118101,1448.0
10.1103/PhysRevLett.98.190601,1448.0
10.1103/PhysRevLett.98.200603,1448.0
10.1103/PhysRevLett.98.250601,1448.0
10.1103/PhysRevLett.98.250602,1448.0
10.1103/PhysRevLett.99.010603,1448.0
10.1103/PhysRevLett.99.014101,1448.0
10.1103/PhysRevLett.99.054502,1448.0
10.1103/PhysRevLett.99.114501,1448.0
10.1103/PhysRevLett.99.120602,1448.0
10.1103/PhysRevLett.99.160602,1448.0
10.1103/PhysRevLett.99.185005,1448.0
10.1103/PhysRevLett.99.200601,1448.0
10.1103/PhysRevLett.99.210601,1448.0
10.1103/PhysRevLett.99.238103,1448.0
10.1103/PhysRevLett.99.248302,1448.0
10.1103/PhysRevX.4.011022,1448.0
10.1103/PhysRevX.4.011028,1448.0
10.1103/PhysRevX.4.021036,1448.0
10.1103/PhysRevX.5.011021,1448.0
10.1103/PhysRevX.5.031014,1448.0
10.1103/RevModPhys.83.81,1448.0
10.1103/RevModPhys.85.135,1448.0
10.1103/RevModPhys.86.1169,1448.0
10.1103/RevModPhys.87.483,1448.0
