article_doi,group
10.1103/PhysRevLett.100.055004,557.0
10.1103/PhysRevLett.100.115001,557.0
10.1103/PhysRevLett.100.205001,557.0
10.1103/PhysRevLett.100.225002,557.0
10.1103/PhysRevLett.101.015003,557.0
10.1103/PhysRevLett.101.045001,557.0
10.1103/PhysRevLett.101.115005,557.0
10.1103/PhysRevLett.101.205002,557.0
10.1103/PhysRevLett.102.165001,557.0
10.1103/PhysRevLett.102.255001,557.0
10.1103/PhysRevLett.103.065001,557.0
10.1103/PhysRevLett.103.065002,557.0
10.1103/PhysRevLett.103.165001,557.0
10.1103/PhysRevLett.104.145001,557.0
10.1103/PhysRevLett.104.175001,557.0
10.1103/PhysRevLett.104.225002,557.0
10.1103/PhysRevLett.105.155003,557.0
10.1103/PhysRevLett.105.205004,557.0
10.1103/PhysRevLett.106.125002,557.0
10.1103/PhysRevLett.106.245001,557.0
10.1103/PhysRevLett.107.195004,557.0
10.1103/PhysRevLett.107.215001,557.0
10.1103/PhysRevLett.108.035006,557.0
10.1103/PhysRevLett.108.065005,557.0
10.1103/PhysRevLett.108.215002,557.0
10.1103/PhysRevLett.108.265001,557.0
10.1103/PhysRevLett.109.135002,557.0
10.1103/PhysRevLett.113.025003,557.0
10.1103/PhysRevLett.113.225001,557.0
10.1103/PhysRevLett.114.085004,557.0
10.1103/PhysRevLett.115.215002,557.0
10.1103/PhysRevLett.98.255002,557.0
