article_doi,group
10.1103/PhysRevLett.100.014502,274.0
10.1103/PhysRevLett.100.034504,274.0
10.1103/PhysRevLett.100.046805,274.0
10.1103/PhysRevLett.100.145301,274.0
10.1103/PhysRevLett.101.106804,274.0
10.1103/PhysRevLett.101.205301,274.0
10.1103/PhysRevLett.101.234501,274.0
10.1103/PhysRevLett.102.084501,274.0
10.1103/PhysRevLett.102.095701,274.0
10.1103/PhysRevLett.102.194501,274.0
10.1103/PhysRevLett.102.234501,274.0
10.1103/PhysRevLett.103.100404,274.0
10.1103/PhysRevLett.103.214501,274.0
10.1103/PhysRevLett.104.108302,274.0
10.1103/PhysRevLett.105.154503,274.0
10.1103/PhysRevLett.106.134501,274.0
10.1103/PhysRevLett.106.245301,274.0
10.1103/PhysRevLett.107.025505,274.0
10.1103/PhysRevLett.108.075304,274.0
10.1103/PhysRevLett.108.264502,274.0
10.1103/PhysRevLett.111.115503,274.0
10.1103/PhysRevLett.112.024301,274.0
10.1103/PhysRevLett.112.235301,274.0
10.1103/PhysRevLett.114.106802,274.0
10.1103/PhysRevLett.115.064501,274.0
10.1103/PhysRevLett.98.066808,274.0
10.1103/PhysRevLett.98.130403,274.0
10.1103/PhysRevLett.98.157404,274.0
10.1103/PhysRevLett.98.183401,274.0
10.1103/PhysRevLett.98.195701,274.0
10.1103/PhysRevLett.99.094502,274.0
10.1103/PhysRevLett.99.104502,274.0
10.1103/RevModPhys.82.2785,274.0
