article_doi,group
10.1103/PhysRevLett.100.062003,940.0
10.1103/PhysRevLett.100.172001,940.0
10.1103/PhysRevLett.100.241806,940.0
10.1103/PhysRevLett.101.012002,940.0
10.1103/PhysRevLett.101.162001,940.0
10.1103/PhysRevLett.101.221803,940.0
10.1103/PhysRevLett.102.091802,940.0
10.1103/PhysRevLett.102.162001,940.0
10.1103/PhysRevLett.102.212002,940.0
10.1103/PhysRevLett.102.232003,940.0
10.1103/PhysRevLett.103.082001,940.0
10.1103/PhysRevLett.103.201601,940.0
10.1103/PhysRevLett.104.072002,940.0
10.1103/PhysRevLett.104.132004,940.0
10.1103/PhysRevLett.105.151605,940.0
10.1103/PhysRevLett.106.032001,940.0
10.1103/PhysRevLett.106.052001,940.0
10.1103/PhysRevLett.106.122003,940.0
10.1103/PhysRevLett.106.172002,940.0
10.1103/PhysRevLett.107.021802,940.0
10.1103/PhysRevLett.107.132001,940.0
10.1103/PhysRevLett.107.152001,940.0
10.1103/PhysRevLett.107.191601,940.0
10.1103/PhysRevLett.108.012001,940.0
10.1103/PhysRevLett.108.072001,940.0
10.1103/PhysRevLett.108.111601,940.0
10.1103/PhysRevLett.108.222003,940.0
10.1103/PhysRevLett.109.202001,940.0
10.1103/PhysRevLett.109.241802,940.0
10.1103/PhysRevLett.109.242003,940.0
10.1103/PhysRevLett.110.041601,940.0
10.1103/PhysRevLett.110.042001,940.0
10.1103/PhysRevLett.110.082001,940.0
10.1103/PhysRevLett.110.162003,940.0
10.1103/PhysRevLett.110.192001,940.0
10.1103/PhysRevLett.110.251601,940.0
10.1103/PhysRevLett.111.062003,940.0
10.1103/PhysRevLett.111.111802,940.0
10.1103/PhysRevLett.111.121802,940.0
10.1103/PhysRevLett.112.082001,940.0
10.1103/PhysRevLett.112.082002,940.0
10.1103/PhysRevLett.112.082003,940.0
10.1103/PhysRevLett.112.161802,940.0
10.1103/PhysRevLett.113.082003,940.0
10.1103/PhysRevLett.113.112002,940.0
10.1103/PhysRevLett.113.152001,940.0
10.1103/PhysRevLett.113.201803,940.0
10.1103/PhysRevLett.113.212001,940.0
10.1103/PhysRevLett.113.212003,940.0
10.1103/PhysRevLett.113.232001,940.0
10.1103/PhysRevLett.114.051601,940.0
10.1103/PhysRevLett.114.051803,940.0
10.1103/PhysRevLett.114.062006,940.0
10.1103/PhysRevLett.114.181602,940.0
10.1103/PhysRevLett.114.191803,940.0
10.1103/PhysRevLett.114.201801,940.0
10.1103/PhysRevLett.114.202001,940.0
10.1103/PhysRevLett.114.212001,940.0
10.1103/PhysRevLett.115.062002,940.0
10.1103/PhysRevLett.115.082002,940.0
10.1103/PhysRevLett.115.082003,940.0
10.1103/PhysRevLett.115.091801,940.0
10.1103/PhysRevLett.98.222002,940.0
10.1103/PhysRevLett.99.132002,940.0
