citing_doi,cited_doi
10.1103/PhysRevLett.107.257601,10.1103/PhysRevLett.102.207208
10.1103/PhysRevLett.110.265501,10.1103/PhysRevLett.100.136406
10.1103/PhysRevLett.107.197603,10.1103/PhysRevLett.102.117602
10.1103/PhysRevLett.103.067204,10.1103/PhysRevLett.98.027203
10.1103/PhysRevLett.107.027202,10.1103/PhysRevLett.104.177206
10.1103/RevModPhys.84.119,10.1103/PhysRevLett.106.057206
10.1103/PhysRevLett.114.067201,10.1103/PhysRevLett.98.147204
10.1103/PhysRevLett.107.197603,10.1103/PhysRevLett.106.047202
10.1103/PhysRevX.5.011010,10.1103/PhysRevLett.103.257601
10.1103/PhysRevLett.114.157203,10.1103/PhysRevLett.107.207206
10.1103/PhysRevLett.113.107203,10.1103/PhysRevLett.109.107203
10.1103/PhysRevLett.102.107203,10.1103/PhysRevLett.98.137206
10.1103/PhysRevLett.107.057601,10.1103/PhysRevLett.100.136406
10.1103/PhysRevLett.109.147601,10.1103/PhysRevLett.100.027602
10.1103/PhysRevLett.106.037206,10.1103/PhysRevLett.102.237204
10.1103/PhysRevLett.109.107601,10.1103/PhysRevLett.100.227603
10.1103/PhysRevLett.105.037208,10.1103/PhysRevLett.102.117602
10.1103/PhysRevLett.103.267205,10.1103/PhysRevLett.101.037210
10.1103/PhysRevLett.103.207602,10.1103/PhysRevLett.99.177206
10.1103/PhysRevLett.114.236403,10.1103/PhysRevLett.98.217201
10.1103/PhysRevLett.113.167202,10.1103/PhysRevLett.103.207602
10.1103/PhysRevLett.108.187204,10.1103/PhysRevLett.107.157202
10.1103/PhysRevLett.108.237201,10.1103/PhysRevLett.98.267205
10.1103/PhysRevLett.110.037401,10.1103/PhysRevLett.98.026401
10.1103/PhysRevLett.107.217202,10.1103/PhysRevLett.100.227602
10.1103/PhysRevLett.103.047204,10.1103/PhysRevLett.100.227602
10.1103/PhysRevLett.108.157603,10.1103/PhysRevLett.107.197603
10.1103/PhysRevLett.101.097204,10.1103/PhysRevLett.98.147204
10.1103/PhysRevLett.102.177002,10.1103/PhysRevLett.98.026401
10.1103/PhysRevLett.103.237601,10.1103/PhysRevLett.100.127201
10.1103/PhysRevLett.103.087201,10.1103/PhysRevLett.100.127201
10.1103/PhysRevLett.101.207205,10.1103/PhysRevLett.98.057601
10.1103/PhysRevLett.109.267602,10.1103/PhysRevLett.109.057602
10.1103/PhysRevLett.106.107202,10.1103/PhysRevLett.106.047202
10.1103/PhysRevLett.112.127205,10.1103/PhysRevLett.106.057403
10.1103/PhysRevLett.102.047203,10.1103/PhysRevLett.101.187201
10.1103/PhysRevLett.98.137206,10.1103/PhysRevLett.98.027203
10.1103/PhysRevLett.109.167206,10.1103/PhysRevLett.106.026401
10.1103/PhysRevLett.108.137202,10.1103/PhysRevLett.102.117602
10.1103/RevModPhys.84.119,10.1103/PhysRevLett.104.187601
10.1103/PhysRevLett.103.237601,10.1103/PhysRevLett.99.227206
10.1103/PhysRevLett.108.067201,10.1103/PhysRevLett.98.267205
10.1103/PhysRevLett.105.187601,10.1103/PhysRevLett.98.057206
10.1103/PhysRevLett.112.137201,10.1103/PhysRevLett.111.037204
10.1103/PhysRevLett.106.047203,10.1103/PhysRevLett.101.097204
10.1103/PhysRevLett.105.187601,10.1103/PhysRevLett.101.197207
10.1103/PhysRevLett.103.147202,10.1103/PhysRevLett.101.187207
10.1103/PhysRevLett.103.107204,10.1103/PhysRevLett.102.117602
10.1103/PhysRevLett.115.197205,10.1103/PhysRevLett.101.097205
10.1103/PhysRevLett.99.266604,10.1103/PhysRevLett.98.027203
10.1103/PhysRevLett.105.257205,10.1103/PhysRevLett.100.127201
10.1103/PhysRevLett.101.207205,10.1103/PhysRevLett.98.147204
10.1103/PhysRevLett.115.197205,10.1103/PhysRevLett.105.137202
10.1103/PhysRevLett.101.037209,10.1103/PhysRevLett.98.147204
10.1103/PhysRevLett.113.025505,10.1103/PhysRevLett.100.136406
10.1103/PhysRevLett.104.147204,10.1103/PhysRevLett.101.247601
10.1103/PhysRevLett.109.257205,10.1103/PhysRevLett.101.097205
10.1103/PhysRevLett.108.077204,10.1103/PhysRevLett.105.187601
10.1103/PhysRevLett.112.157201,10.1103/PhysRevLett.100.057203
10.1103/PhysRevLett.108.126402,10.1103/PhysRevLett.100.036401
10.1103/PhysRevLett.109.227202,10.1103/PhysRevLett.108.117202
10.1103/PhysRevLett.106.077201,10.1103/PhysRevLett.104.017201
10.1103/PhysRevLett.112.167202,10.1103/PhysRevLett.109.107203
10.1103/PhysRevLett.110.267601,10.1103/PhysRevLett.107.117602
10.1103/PhysRevLett.102.207205,10.1103/PhysRevLett.101.097204
10.1103/PhysRevLett.114.067201,10.1103/PhysRevLett.101.097204
10.1103/PhysRevLett.114.236403,10.1103/PhysRevLett.105.087203
10.1103/PhysRevLett.112.137201,10.1103/PhysRevLett.110.157208
10.1103/PhysRevLett.108.077203,10.1103/PhysRevLett.104.217601
10.1103/PhysRevLett.112.147601,10.1103/PhysRevLett.105.057601
10.1103/PhysRevLett.109.067205,10.1103/PhysRevLett.108.077202
10.1103/PhysRevLett.104.097202,10.1103/PhysRevLett.98.137206
10.1103/PhysRevLett.100.027602,10.1103/PhysRevLett.98.247603
10.1103/PhysRevLett.105.127601,10.1103/PhysRevLett.99.167601
10.1103/PhysRevLett.101.037209,10.1103/PhysRevLett.99.227201
10.1103/PhysRevLett.114.117603,10.1103/PhysRevLett.106.047203
10.1103/PhysRevLett.109.037207,10.1103/PhysRevLett.99.227602
10.1103/PhysRevLett.112.247603,10.1103/PhysRevLett.100.136406
10.1103/PhysRevLett.100.177205,10.1103/PhysRevLett.99.177202
10.1103/PhysRevLett.102.207208,10.1103/PhysRevLett.101.037209
10.1103/PhysRevLett.102.057604,10.1103/PhysRevLett.98.027203
10.1103/PhysRevLett.102.047203,10.1103/PhysRevLett.98.027202
10.1103/PhysRevLett.105.187601,10.1103/PhysRevLett.98.057601
10.1103/PhysRevLett.113.107202,10.1103/PhysRevLett.109.067205
10.1103/PhysRevLett.115.087202,10.1103/PhysRevLett.107.137601
10.1103/PhysRevLett.108.077202,10.1103/PhysRevLett.107.067203
10.1103/PhysRevLett.101.037601,10.1103/PhysRevLett.98.137206
10.1103/PhysRevLett.114.117601,10.1103/PhysRevLett.99.197601
10.1103/PhysRevLett.115.207203,10.1103/PhysRevLett.101.037601
10.1103/PhysRevLett.107.207206,10.1103/PhysRevLett.101.037601
10.1103/PhysRevLett.107.157202,10.1103/PhysRevLett.106.167206
10.1103/PhysRevLett.110.267601,10.1103/RevModPhys.84.119
10.1103/PhysRevLett.111.057201,10.1103/PhysRevLett.107.257203
10.1103/PhysRevLett.107.067203,10.1103/PhysRevLett.106.236101
10.1103/PhysRevLett.109.057602,10.1103/PhysRevLett.106.077201
10.1103/PhysRevLett.101.207205,10.1103/PhysRevLett.100.047601
10.1103/PhysRevLett.115.207203,10.1103/PhysRevLett.110.257201
10.1103/PhysRevLett.110.077206,10.1103/PhysRevLett.109.027203
10.1103/PhysRevLett.111.077601,10.1103/PhysRevLett.102.117602
10.1103/PhysRevLett.101.067205,10.1103/PhysRevLett.98.147204
10.1103/PhysRevLett.103.037601,10.1103/PhysRevLett.100.227603
10.1103/PhysRevLett.105.037208,10.1103/PhysRevLett.103.267205
10.1103/PhysRevLett.112.017206,10.1103/PhysRevLett.108.197204
10.1103/PhysRevLett.109.107601,10.1103/PhysRevLett.99.227201
10.1103/PhysRevLett.109.217202,10.1103/PhysRevLett.106.107204
10.1103/PhysRevLett.110.217206,10.1103/PhysRevLett.108.077202
10.1103/PhysRevLett.111.247603,10.1103/PhysRevLett.109.187601
10.1103/PhysRevLett.112.037203,10.1103/PhysRevLett.108.077204
10.1103/PhysRevLett.103.257601,10.1103/PhysRevLett.100.017204
10.1103/PhysRevLett.109.037207,10.1103/PhysRevLett.101.037601
10.1103/PhysRevLett.111.037204,10.1103/PhysRevLett.104.177206
10.1103/PhysRevLett.115.207203,10.1103/PhysRevLett.101.117201
10.1103/PhysRevLett.107.257601,10.1103/PhysRevLett.106.047203
10.1103/PhysRevLett.105.037208,10.1103/PhysRevLett.104.207204
10.1103/PhysRevX.4.011035,10.1103/PhysRevLett.105.257201
10.1103/PhysRevLett.107.127202,10.1103/PhysRevLett.99.227602
10.1103/PhysRevLett.113.147202,10.1103/PhysRevLett.98.267205
10.1103/PhysRevLett.105.057601,10.1103/PhysRevLett.105.037208
10.1103/PhysRevLett.102.187202,10.1103/PhysRevLett.100.047601
10.1103/PhysRevLett.112.147601,10.1103/PhysRevLett.99.227602
10.1103/PhysRevLett.112.137201,10.1103/PhysRevLett.101.037601
10.1103/PhysRevLett.102.207208,10.1103/PhysRevLett.101.037210
10.1103/PhysRevLett.109.197203,10.1103/PhysRevLett.106.107202
10.1103/PhysRevLett.101.036102,10.1103/PhysRevLett.98.076102
10.1103/PhysRevLett.110.027201,10.1103/PhysRevLett.107.146804
10.1103/PhysRevLett.102.047203,10.1103/PhysRevLett.98.027203
10.1103/PhysRevLett.101.097603,10.1103/PhysRevLett.98.027202
10.1103/PhysRevLett.101.187201,10.1103/PhysRevLett.98.027203
10.1103/PhysRevLett.110.137203,10.1103/PhysRevLett.98.057601
10.1103/PhysRevLett.110.137205,10.1103/PhysRevLett.100.047201
10.1103/PhysRevLett.114.197201,10.1103/PhysRevLett.98.027203
10.1103/PhysRevLett.104.207603,10.1103/PhysRevLett.103.047204
10.1103/PhysRevLett.115.036402,10.1103/PhysRevLett.106.186406
10.1103/PhysRevLett.107.127202,10.1103/PhysRevLett.103.267205
10.1103/PhysRevLett.106.237601,10.1103/PhysRevLett.102.217603
