article_doi,group
10.1103/PhysRevLett.102.254501,802.0
10.1103/PhysRevLett.102.255003,802.0
10.1103/PhysRevLett.103.235002,802.0
10.1103/PhysRevLett.105.075004,802.0
10.1103/PhysRevLett.105.128501,802.0
10.1103/PhysRevLett.106.018501,802.0
10.1103/PhysRevLett.106.115002,802.0
10.1103/PhysRevLett.107.061101,802.0
10.1103/PhysRevLett.107.065002,802.0
10.1103/PhysRevLett.108.125001,802.0
10.1103/PhysRevLett.108.225003,802.0
10.1103/PhysRevLett.109.025002,802.0
10.1103/PhysRevLett.109.085002,802.0
10.1103/PhysRevLett.110.185005,802.0
10.1103/PhysRevLett.111.015001,802.0
10.1103/PhysRevLett.111.015006,802.0
10.1103/PhysRevLett.111.115003,802.0
10.1103/PhysRevLett.111.165001,802.0
10.1103/PhysRevLett.111.255001,802.0
10.1103/PhysRevLett.112.045003,802.0
10.1103/PhysRevLett.114.125003,802.0
10.1103/PhysRevLett.114.165001,802.0
10.1103/PhysRevLett.115.015002,802.0
10.1103/PhysRevLett.98.075002,802.0
10.1103/PhysRevLett.99.165002,802.0
